DATE: Wed Jul  8 11:36:30 2026
***************************************************
PROTO: UNKNOWN | SRC_IP: 107.87.10.160 | SRC_PORT: 0 | DST_IP: 59.165.0.0 | DST_PORT: 0
PROTO: UNKNOWN | SRC_IP: 74.132.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 237.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 237.176.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 202.204.10.160 | SRC_PORT: 17664 | DST_IP: 60.158.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 162.45.10.160 | SRC_PORT: 17664 | DST_IP: 58.20.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 22.209.10.160 | SRC_PORT: 17664 | DST_IP: 61.85.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 43.173.10.160 | SRC_PORT: 17664 | DST_IP: 57.157.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 83.148.10.160 | SRC_PORT: 17664 | DST_IP: 61.117.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 228.128.10.160 | SRC_PORT: 17664 | DST_IP: 63.5.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 196.84.10.160 | SRC_PORT: 17664 | DST_IP: 58.144.0.0 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.59.164 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: TCP | SRC_IP: 52.107.244.216 | SRC_PORT: 17664 | DST_IP: 10.160.62.89 | DST_PORT: 434
***************************************************
PROTO: UNKNOWN | SRC_IP: 22.209.10.160 | SRC_PORT: 17664 | DST_IP: 61.85.0.0 | DST_PORT: 434
***************************************************
PROTO: UNKNOWN | SRC_IP: 234.197.10.160 | SRC_PORT: 17664 | DST_IP: 61.95.0.0 | DST_PORT: 434
***************************************************
PROTO: UNKNOWN | SRC_IP: 201.0.10.160 | SRC_PORT: 17664 | DST_IP: 57.12.0.0 | DST_PORT: 434
***************************************************
PROTO: UNKNOWN | SRC_IP: 201.0.10.160 | SRC_PORT: 17664 | DST_IP: 57.12.0.0 | DST_PORT: 434
***************************************************
PROTO: TCP | SRC_IP: 10.160.62.89 | SRC_PORT: 17664 | DST_IP: 52.107.244.216 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 83.148.10.160 | SRC_PORT: 17664 | DST_IP: 61.117.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 228.128.10.160 | SRC_PORT: 17664 | DST_IP: 63.5.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 250.210.10.160 | SRC_PORT: 17664 | DST_IP: 58.134.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 75.127.10.160 | SRC_PORT: 17664 | DST_IP: 59.231.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.18.10.160 | SRC_PORT: 17664 | DST_IP: 59.90.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 102.167.10.160 | SRC_PORT: 17664 | DST_IP: 56.90.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 246.145.10.160 | SRC_PORT: 17664 | DST_IP: 57.137.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 136.248.10.160 | SRC_PORT: 17664 | DST_IP: 61.7.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 31.253.10.160 | SRC_PORT: 17664 | DST_IP: 60.250.0.0 | DST_PORT: 52
***************************************************
PROTO: UNKNOWN | SRC_IP: 138.223.10.160 | SRC_PORT: 17664 | DST_IP: 56.51.0.0 | DST_PORT: 52
***************************************************
PROTO: UDP | SRC_IP: 10.160.59.164 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 173.174.10.160 | SRC_PORT: 17664 | DST_IP: 57.106.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 173.174.10.160 | SRC_PORT: 17664 | DST_IP: 57.106.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 251.198.10.160 | SRC_PORT: 17664 | DST_IP: 59.219.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 61.114.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 78.229.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.18.10.160 | SRC_PORT: 17664 | DST_IP: 59.90.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 45.106.10.160 | SRC_PORT: 17664 | DST_IP: 60.27.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 49.22.10.160 | SRC_PORT: 17664 | DST_IP: 60.247.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 232.32.10.160 | SRC_PORT: 17664 | DST_IP: 60.143.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 118.181.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 84.21.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.18.10.160 | SRC_PORT: 17664 | DST_IP: 59.90.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 154.215.10.160 | SRC_PORT: 17664 | DST_IP: 59.34.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 244.49.10.160 | SRC_PORT: 17664 | DST_IP: 61.101.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 154.215.10.160 | SRC_PORT: 17664 | DST_IP: 59.34.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 50.112.10.160 | SRC_PORT: 17664 | DST_IP: 59.136.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 161.65.10.160 | SRC_PORT: 17664 | DST_IP: 58.70.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 71.148.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 158.240.10.160 | SRC_PORT: 17664 | DST_IP: 57.49.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 197.99.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 51.5.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 126.208.10.160 | SRC_PORT: 17664 | DST_IP: 60.225.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 158.240.10.160 | SRC_PORT: 17664 | DST_IP: 57.49.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 22.209.10.160 | SRC_PORT: 17664 | DST_IP: 61.85.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 57.120.10.160 | SRC_PORT: 17664 | DST_IP: 60.139.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 98.210.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 91.30.10.160 | SRC_PORT: 17664 | DST_IP: 60.252.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 24.91.10.160 | SRC_PORT: 17664 | DST_IP: 61.129.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 228.5.10.160 | SRC_PORT: 17664 | DST_IP: 56.95.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 65.131.10.160 | SRC_PORT: 17664 | DST_IP: 56.230.0.0 | DST_PORT: 78
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.18.10.160 | SRC_PORT: 17664 | DST_IP: 59.90.0.0 | DST_PORT: 78
***************************************************
PROTO: UDP | SRC_IP: 10.160.56.12 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 114.245.10.160 | SRC_PORT: 17664 | DST_IP: 58.215.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 43.173.10.160 | SRC_PORT: 17664 | DST_IP: 57.157.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 43.173.10.160 | SRC_PORT: 17664 | DST_IP: 57.157.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 91.30.10.160 | SRC_PORT: 17664 | DST_IP: 60.252.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 91.30.10.160 | SRC_PORT: 17664 | DST_IP: 60.252.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 91.30.10.160 | SRC_PORT: 17664 | DST_IP: 60.252.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 234.194.10.160 | SRC_PORT: 17664 | DST_IP: 57.249.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 188.60.10.160 | SRC_PORT: 17664 | DST_IP: 58.133.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.133.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 188.146.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 63
***************************************************
PROTO: UNKNOWN | SRC_IP: 43.173.10.160 | SRC_PORT: 17664 | DST_IP: 57.157.0.0 | DST_PORT: 63
***************************************************
PROTO: TCP | SRC_IP: 201.187.10.160 | SRC_PORT: 1 | DST_IP: 56.12.0.0 | DST_PORT: 2048
***************************************************
PROTO: UNKNOWN | SRC_IP: 84.132.10.160 | SRC_PORT: 1 | DST_IP: 57.61.0.0 | DST_PORT: 2048
***************************************************
PROTO: UDP | SRC_IP: 10.160.60.252 | SRC_PORT: 17664 | DST_IP: 255.255.255.255 | DST_PORT: 129
***************************************************
PROTO: UDP | SRC_IP: 10.160.60.252 | SRC_PORT: 17664 | DST_IP: 255.255.255.255 | DST_PORT: 129
***************************************************
PROTO: UNKNOWN | SRC_IP: 181.111.10.160 | SRC_PORT: 17664 | DST_IP: 61.38.0.0 | DST_PORT: 129
***************************************************
PROTO: UNKNOWN | SRC_IP: 146.24.10.160 | SRC_PORT: 17664 | DST_IP: 56.33.0.0 | DST_PORT: 129
END OF DAY

DATE: Wed Jul  8 11:36:38 2026
***************************************************
PROTO: UDP | SRC_IP: 10.160.60.176 | SRC_PORT: 17664 | DST_IP: 10.160.63.255 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 4.50.10.160 | SRC_PORT: 17664 | DST_IP: 58.80.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 14.18.10.160 | SRC_PORT: 17664 | DST_IP: 59.90.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 234.125.10.160 | SRC_PORT: 17664 | DST_IP: 58.123.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
PROTO: UNKNOWN | SRC_IP: 77.48.0.0 | SRC_PORT: 17664 | DST_IP: 0.0.0.0 | DST_PORT: 68
***************************************************
